"participant_id";"entry_no";"top_tracks_isrc";"top_tracks_title";"top_tracks_spotify_id";"top_tracks_artist";"top_tracks_cover";"top_tracks_label";"top_tracks_album_name";"top_tracks_release_date";"top_tracks_album_type";"top_tracks_duration_ms";"top_tracks_popularity";"top_tracks_acousticness";"top_tracks_danceability";"top_tracks_energy";"top_tracks_key";"top_tracks_loudness";"top_tracks_speechiness";"top_tracks_instrumentalness";"top_tracks_liveness";"top_tracks_valence";"top_tracks_tempo";"last_tracks_played_at";"last_tracks_context_type";"last_tracks_context_uri";"top_artists_type";"top_artists_popularity";"top_artists_followers";"top_artists_genres";"top_artists_cover";"top_artists_name";"top_artists_spotify_id"
"95";"26";"QZFZ72099252";"Don't Leave Me";"1y2JYiki15hKngMyrXq6KY";"Kaivon";"https://i.scdn.co/image/ab67616d0000b2738ea1fbf3791e2bb752f17632";"Kaivon";"Don't Leave Me";"2020-04-29";"SINGLE";"185280";"35";"0.00369";"0.287";"0.804";"6";"-4.543";"0.0484";"0.000359";"0.16";"0.127";"125.14";"";"";"";"artist";"75";"0";"candy pop, modern rock, pixie, pop, pop emo, pop punk, rock";"https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865";"Paramore";"74XFHRwlV6OrjEM0A2NCMF"
"95";"27";"AUFF02000008";"The Difference";"4nlvKIIetOWGIMyhjQXgOZ";"Flume,Toro y Moi";"https://i.scdn.co/image/ab67616d0000b273a8d74e789b99484e0e169001";"Future Classic";"The Difference";"2020-03-11";"SINGLE";"139662";"72";"0.255";"0.56";"0.865";"1";"-1.148";"0.0909";"0.000153";"0.083";"0.424";"159.96";"";"";"";"artist";"44";"0";"neon pop punk, pop punk";"https://i.scdn.co/image/b08e691beb89c3ddf5afe66a3b79622cf3a540de";"Never Shout Never";"5pUmXBIQtqpvdV1HAy2xYC"
"95";"28";"GBUM71500527";"Runaway";"1v1oIWf2Xgh54kIWuKsDf6";"AURORA";"https://i.scdn.co/image/ab67616d0000b273c379325088c2845fe85cd70a";"Decca (UMO)";"All My Demons Greeting Me As A Friend (Deluxe)";"2016-03-11";"ALBUM";"248826";"80";"0.629";"0.422";"0.302";"11";"-9.214";"0.0372";"0.0000783";"0.104";"0.123";"114.089";"";"";"";"artist";"65";"0";"cologne indie, german singer-songwriter";"https://i.scdn.co/image/ab6761610000e5ebbcf79c131f4ddb3635dd60bb";"AnnenMayKantereit";"23xqmJEN3oVxwzqtNIyR5m"
"95";"29";"DEW921100153";"Ein Teil";"0U6X8jiH7iHREOZKo8yajq";"CRO";"https://i.scdn.co/image/ab67616d0000b27397c097afa44e5cdb38a03d4f";"BMG Rights Management";"Raop";"2012-07-06";"ALBUM";"175480";"67";"0.469";"0.739";"0.482";"10";"-6.414";"0.184";"0";"0.109";"0.671";"98.958";"";"";"";"artist";"86";"0";"canadian pop, pop";"https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36";"Justin Bieber";"1uNFoZAHBGtllmzznpCI3s"
"95";"30";"SEBPA0600024";"Young Folks";"4dyx5SzxPPaD8xQIid5Wjj";"Peter Bjorn and John";"https://i.scdn.co/image/ab67616d0000b2739cf4ac84b224a02f34d2e4f6";"Universal Music AB";"Writer's Block";"2006-01-01";"ALBUM";"276693";"79";"0.0164";"0.699";"0.812";"0";"-6.005";"0.0377";"0.000763";"0.105";"0.662";"138.185";"";"";"";"artist";"58";"0";"german pop, new wave pop";"https://i.scdn.co/image/ab6761610000e5ebb9e71a338c63f78ed071d783";"Nena";"6Tz0QRoe083BcOo2YbG9lV"
"95";"31";"AUMEV1904412";"Silk";"0wxxDoAQOJHQ4iIx600ptL";"QUIET BISON";"https://i.scdn.co/image/ab67616d0000b27353285746368e6e2c6bfb95f8";"Independent";"Sequence";"2019-04-17";"SINGLE";"248333";"27";"0.237";"0.644";"0.46";"4";"-9.875";"0.415";"0.742";"0.284";"0.202";"143.948";"";"";"";"artist";"77";"0";"modern rock, pop, pov: indie, rock";"https://i.scdn.co/image/ab6761610000e5eb196972172c37d934d9ca8093";"Twenty One Pilots";"3YQKmKGau1PzlVlkL1iodx"
"95";"32";"AUFF01600870";"Trust";"7sif8QTDU1a3lOg8DxcTfP";"Flume";"https://i.scdn.co/image/ab67616d0000b2738e0d530df56b0d481c0d8a46";"Transgressive";"Skin Companion EP I";"2016-11-25";"SINGLE";"197132";"26";"0.0315";"0.425";"0.888";"0";"-5.204";"0.255";"0.00114";"0.31";"0.12";"107.068";"";"";"";"artist";"48";"0";"acid techno, belgian techno, dark techno, electra";"https://i.scdn.co/image/ab6761610000e5eb1205b3db5d840df44815e3a3";"Amelie Lens";"5Ho1vKl1Uz8bJlk4vbmvmf"
"95";"33";"DEVF11700123";"Had Some Drinks";"6gGBL1uMBcNUOzSYfKreID";"Two Feet";"https://i.scdn.co/image/ab67616d0000b273f31382d7bd220e2c6b3f7f14";"Majestic Casual Records";"Had Some Drinks";"2017-05-19";"SINGLE";"140973";"66";"0.14";"0.825";"0.304";"5";"-11.597";"0.101";"0.000498";"0.147";"0.3";"84.927";"";"";"";"artist";"63";"0";"german pop, hamburg hip hop";"https://i.scdn.co/image/ab6761610000e5eb3d5a39c3f2cd817ea0a27919";"Nina Chuba";"2kS9NyuATpYwjeB93h24H5"
"95";"34";"AUFF01600799";"Say It";"7ghmZhLpmQe9nTluI1czmr";"Flume,Tove Lo";"https://i.scdn.co/image/ab67616d0000b2731dfae5c2bc54a1ab4b7bd5c5";"Transgressive";"Skin";"2016-05-27";"ALBUM";"262521";"53";"0.0731";"0.581";"0.531";"3";"-6.829";"0.0322";"0.00000327";"0.0616";"0.273";"75.255";"";"";"";"artist";"65";"0";"eurodance, italo dance";"https://i.scdn.co/image/ab6761610000e5eb3547c85b33443eb3d8abd004";"Gigi D'Agostino";"1OAjDaKgg00KCUYqDe68un"
"95";"35";"TCACR1621814";"Tell Me";"7G9s3hULKAOKw5mTRrwm5C";"Take/Five";"https://i.scdn.co/image/ab67616d0000b273fd67eed521d7ed6d0f4ac88b";"Lowly Palace LLC";"Tell Me";"2016-09-01";"SINGLE";"246719";"0";"0.037";"0.337";"0.788";"2";"-4.682";"0.0555";"0.00413";"0.351";"0.227";"80.408";"";"";"";"artist";"67";"0";"indie rock, indietronica, modern alternative rock, modern rock, rock";"https://i.scdn.co/image/ab6761610000e5eb3fb5214e667e278a20878a6b";"alt-J";"3XHO7cRUPCLOr6jwp8vsx5"
"95";"36";"USWB11901974";"Isolate";"38Q8yIOln642E3v8wl1Ifq";"Sub Urban";"https://i.scdn.co/image/ab67616d0000b2730507b38b44f906fc41cf195d";"Warner Records";"Isolate";"2019-08-30";"SINGLE";"142000";"54";"0.016";"0.456";"0.453";"2";"-13.119";"0.443";"0.00000616";"0.234";"0.479";"89.972";"";"";"";"artist";"66";"0";"neo mellow, piano rock, pop, pop rock";"https://i.scdn.co/image/ab6761610000e5eb09346c91165702351da32f07";"The Fray";"0zOcE3mg9nS6l3yxt1Y0bK"
"95";"37";"DEVF11600016";"Go Fuck Yourself";"4NZrZgrRoR4GwR7flWOXRI";"Two Feet";"https://i.scdn.co/image/ab67616d0000b273488f7916bcb14082e1acb101";"Majestic Casual Records";"First Steps";"2016-07-29";"SINGLE";"129599";"77";"0.571";"0.765";"0.327";"6";"-8.029";"0.277";"0.0479";"0.0787";"0.292";"74.931";"";"";"";"artist";"48";"0";"german indie, swiss indie";"https://i.scdn.co/image/ab6761610000e5eb4718ea0213a958c227b0ab48";"Faber";"0k70gnDBLPirCltbTzoxuM"
"95";"38";"USSM11707035";"Little Dark Age";"2Y0iGXY6m6immVb2ktbseM";"MGMT";"https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d";"Columbia";"Little Dark Age";"2018-02-09";"ALBUM";"299960";"82";"0.0102";"0.705";"0.712";"6";"-6.156";"0.0385";"0.000855";"0.1";"0.62";"97.512";"";"";"";"artist";"58";"0";"german indie, german pop, german rock";"https://i.scdn.co/image/ab6761610000e5eb87db0a235c700a74ff91d723";"Kraftklub";"0MZ55DwuMQ1B2TXq9lcrE4"
"95";"39";"QZFZ21992158";"I Love You.";"3TmTEN2zy0cyYMjiviWbMK";"Kaivon";"https://i.scdn.co/image/ab67616d0000b2734b91d4ef09d60af7dac8602a";"Kaivon";"I Love You.";"2019-08-16";"SINGLE";"246315";"51";"0.0112";"0.56";"0.746";"2";"-2.566";"0.0486";"0.0776";"0.0999";"0.0387";"113.966";"";"";"";"artist";"84";"0";"garage rock, modern rock, permanent wave, rock, sheffield indie";"https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f";"Arctic Monkeys";"7Ln80lUS6He07XvHI8qqHH"
"95";"40";"QZDA61928297";"Hyacinth";"5TDkJxAQ0qwpT4RNycmeMh";"QUIET BISON";"https://i.scdn.co/image/ab67616d0000b2734ce49d6186cd0da36bfb9e74";"Quiet Bison";"Hyacinth";"2019-02-27";"SINGLE";"198423";"26";"0.135";"0.492";"0.432";"3";"-9.203";"0.04";"0.848";"0.0821";"0.0533";"75.017";"";"";"";"artist";"65";"0";"comic, pov: indie";"https://i.scdn.co/image/ab6761610000e5eb30d9a4acdf8cd3e8c0ad39ab";"Bo Burnham";"2Waw2sSbqvAwK8NwACNjVo"
"95";"41";"AUFF01600874";"Heater";"6f11GFen5eCD1fcwmO5CYf";"Flume";"https://i.scdn.co/image/ab67616d0000b2738e0d530df56b0d481c0d8a46";"Transgressive";"Skin Companion EP I";"2016-11-25";"SINGLE";"245268";"32";"0.145";"0.55";"0.652";"9";"-8.767";"0.148";"0.000312";"0.404";"0.575";"95.8";"";"";"";"artist";"46";"0";"future bass";"https://i.scdn.co/image/ab6761610000e5eb87f76d94c7d0f595deaa2821";"Kaivon";"55FVjkpZs1zuo3zqBgrKtC"
"95";"42";"AUFF01900032";"Jewel";"7cPO2IPraPDlGIguekShlV";"Flume";"https://i.scdn.co/image/ab67616d0000b27359aaefba0f8d74f0054ff1a3";"Future Classic";"Hi This Is Flume (Mixtape)";"2019-03-22";"ALBUM";"193732";"47";"0.163";"0.464";"0.496";"0";"-6.688";"0.0447";"0.000501";"0.783";"0.0803";"113.317";"";"";"";"artist";"37";"0";"german alternative rap";"https://i.scdn.co/image/ab6761610000e5eb0da9c5fd523186e4b1a84177";"Maeckes";"5nVbdvU60t7C0JBruxsS26"
"95";"43";"GBUM71029606";"Killer Queen - Remastered 2011";"4cIPLtg1avt2Jm3ne9S1zy";"Queen";"https://i.scdn.co/image/ab67616d0000b27309e2ec500166cf2d5ac21050";"EMI";"Sheer Heart Attack (Deluxe Edition 2011 Remaster)";"1974-11-08";"ALBUM";"179600";"77";"0.391";"0.535";"0.651";"10";"-6.326";"0.0544";"0";"0.133";"0.612";"117.218";"";"";"";"artist";"63";"0";"modern indie pop";"https://i.scdn.co/image/ab6761610000e5ebd0019e1ad7a088651a490862";"Sub Urban";"7gXb99Sf9nNmpNYeAgIQFG"
"95";"44";"USSM10702135";"Kids";"1jJci4qxiYcOHhQR247rEU";"MGMT";"https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb";"Red Ink/Columbia";"Oracular Spectacular";"2007-12-14";"ALBUM";"302840";"80";"0.00076";"0.451";"0.931";"9";"-3.871";"0.0719";"0.0049";"0.361";"0.172";"122.961";"";"";"";"artist";"54";"0";"german hip hop, german pop";"https://i.scdn.co/image/ab6761610000e5ebea5e364d29abd8efd35db5f0";"KUMMER";"2TiXt00aPsggbxZxL1RaG7"
"95";"45";"AUFF01900052";"Friends";"3Y8JSCYjFznthCYb5HZ8lW";"Flume,Reo Cragun";"https://i.scdn.co/image/ab67616d0000b2731d7dc9072977fd651a68cee7";"Future Classic";"Friends";"2019-03-27";"SINGLE";"223909";"53";"0.288";"0.628";"0.668";"1";"-5.935";"0.263";"0";"0.622";"0.347";"138.865";"";"";"";"artist";"61";"0";"german hip hop";"https://i.scdn.co/image/ab6761610000e5ebc8f77ba064a911faaab6afd2";"K.I.Z";"0bMt8SJlp0gFRUufzifS05"
"95";"46";"USSM10702127";"Time to Pretend";"4iG2gAwKXsOcijVaVXzRPW";"MGMT";"https://i.scdn.co/image/ab67616d0000b2738b32b139981e79f2ebe005eb";"Red Ink/Columbia";"Oracular Spectacular";"2007-12-14";"ALBUM";"261000";"74";"0.0000874";"0.438";"0.94";"2";"-3.249";"0.0452";"0.0777";"0.3";"0.421";"100.99";"";"";"";"artist";"86";"0";"art pop, pop";"https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf";"Billie Eilish";"6qqNVTkY8uBg9cP3Jd7DAH"
"95";"47";"FR8PF2000200";"Parachute";"2XZn85D188f2bGdV3zmmrF";"Petit Biscuit";"https://i.scdn.co/image/ab67616d0000b273bd454feb8295bfec9cdf210f";"Écurie Records";"Parachute";"2020-10-30";"ALBUM";"222893";"37";"0.303";"0.532";"0.477";"6";"-10.811";"0.0812";"0";"0.13";"0.515";"81.012";"";"";"";"artist";"81";"0";"classic rock, glam rock, rock";"https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982";"Queen";"1dfeR4HaWDbWqFHLkxsg1d"
"95";"48";"NLRD51632554";"Roadside Flowers";"3jVIeiULOktjgnCdEOViXz";"DROELOE,Iris Penning";"https://i.scdn.co/image/ab67616d0000b273f640827cf4b0b3670f08132a";"bitbird";"Roadside Flowers";"2020-10-16";"SINGLE";"229714";"29";"0.0442";"0.647";"0.66";"1";"-6.941";"0.0318";"0.855";"0.119";"0.269";"140.04";"";"";"";"artist";"68";"0";"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop";"https://i.scdn.co/image/ab6761610000e5ebfdb74f864a7a2cca6014a8a6";"M83";"63MQldklfxkjYDoUE4Tppz"
"95";"49";"US38Y0811501";"Flume";"6a1wMgJ42Okk5LjulbrtcZ";"Bon Iver";"https://i.scdn.co/image/ab67616d0000b2739626ee117a93c158d17aee17";"4AD";"For Emma, Forever Ago";"2008-05-12";"ALBUM";"219012";"61";"0.92";"0.455";"0.152";"11";"-16.977";"0.0338";"0.0741";"0.11";"0.0806";"133.835";"";"";"";"artist";"59";"0";"german indie folk, german pop";"https://i.scdn.co/image/ab6761610000e5eba04254b06c6e30d5945bf3b3";"Provinz";"2f7f3AmL16mmiAmYnxmmfx"
"95";"50";"CAL450882106";"Body";"0VmREvheUiN0xgM5fJYQqp";"Mother Mother";"https://i.scdn.co/image/ab67616d0000b2736d82586633548d5c122ee00c";"Last Gang";"O My Heart";"2008-09-23";"ALBUM";"213573";"71";"0.131";"0.596";"0.633";"10";"-3.602";"0.0594";"0";"0.343";"0.473";"148.09";"";"";"";"artist";"78";"0";"modern rock, permanent wave, punk, rock";"https://i.scdn.co/image/ab6761610000e5eb6ff0cd5ef2ecf733804984bb";"Green Day";"7oPftvlwr6VrsViSDV7fJY"
"96";"1";"DEEK22200018";"Skinny Bitch";"4Uy78XZkxiEcxCyxsNYQ0h";"Dominik Hartz";"https://i.scdn.co/image/ab67616d0000b273449304e320d4a68f7dcf95a0";"FerryHouse";"Am Ende des Tages";"2022-06-17";"SINGLE";"160779";"57";"0.644";"0.772";"0.517";"9";"-7.821";"0.14";"0";"0.117";"0.772";"92.922";"";"";"";"artist";"63";"0";"german pop, hamburg hip hop";"https://i.scdn.co/image/ab6761610000e5eb3d5a39c3f2cd817ea0a27919";"Nina Chuba";"2kS9NyuATpYwjeB93h24H5"
"96";"2";"DEWQ71800014";"Su lang mer uns noch han";"10ethJdZaUGFguwxpEoz4I";"Cat Ballou";"https://i.scdn.co/image/ab67616d0000b27362b089f429675d3655288e72";"MIAO Records";"Cat Ballou";"2018-09-21";"ALBUM";"232480";"0";"0.00279";"0.645";"0.787";"9";"-7.629";"0.0316";"0.0000143";"0.0945";"0.617";"116.964";"";"";"";"artist";"49";"0";"german indie";"https://i.scdn.co/image/ab6761610000e5eb2f3a7632edd000b450e7799d";"Henry And The Waiter";"1m4KDTCtGzbN9Q09g7uXwn"
"96";"3";"DEZC62040017";"Super Wavy";"4dvjMHUE0FYtQj50JNCIW2";"YFG Pave,Ski Aggu";"https://i.scdn.co/image/ab67616d0000b2738f56953b53794c727911d03a";"recordJet";"Super Wavy";"2020-12-18";"SINGLE";"211111";"59";"0.12";"0.902";"0.518";"7";"-7.359";"0.0696";"0.0000772";"0.112";"0.525";"128.037";"";"";"";"artist";"55";"0";"";"https://i.scdn.co/image/ab6761610000e5ebbb185585d93d70a024c866fe";"ENNIO";"6ztKrKekC3nb3nCBoy9HUt"
"96";"4";"DEKF22300326";"Am Weg in die Villa";"2neyPLB55RhOCU1gsiG1Mt";"BIBIZA";"https://i.scdn.co/image/ab67616d0000b2731f3a5e93e680f68af906ce90";"Columbia/BIBIZA";"Wiener Schickeria";"2023-06-02";"ALBUM";"128238";"41";"0.0151";"0.756";"0.55";"6";"-4.286";"0.0299";"0.0204";"0.365";"0.343";"91.499";"";"";"";"artist";"78";"0";"modern rock, permanent wave, punk, rock";"https://i.scdn.co/image/ab6761610000e5eb6ff0cd5ef2ecf733804984bb";"Green Day";"7oPftvlwr6VrsViSDV7fJY"
"96";"5";"DEQ022292138";"Ghetto Tekkno";"2q7srMvO0mexRQuP1DBMfM";"Ski Aggu,Endzone";"https://i.scdn.co/image/ab67616d0000b27328841cf57f65ffa3be7c0f9f";"2Live Entertainment";"Ghetto Tekkno";"2023-01-06";"SINGLE";"112000";"67";"0.0429";"0.68";"0.652";"5";"-9.268";"0.293";"0.0000993";"0.197";"0.645";"160.042";"";"";"";"artist";"44";"0";"german indie, german indie pop, munich indie";"https://i.scdn.co/image/ab6761610000e5eb447c7b3497f3bfdd7ea5967b";"KYTES";"1q8H46YhdCtAO8tXHIWe2d"
"96";"6";"DE1FB2200017";"Tour de Berlin";"6bTtaSmqjMD6TggNfoR4N5";"Ski Aggu,Domiziana,Replay Okay";"https://i.scdn.co/image/ab67616d0000b2736836bd13b1aaf59d06f75169";"jungeratze";"2022 war film gewesen";"2022-12-01";"ALBUM";"151632";"66";"0.0943";"0.807";"0.84";"6";"-6.486";"0.168";"0.000401";"0.0721";"0.968";"144.943";"";"";"";"artist";"65";"0";"cologne indie, german singer-songwriter";"https://i.scdn.co/image/ab6761610000e5ebbcf79c131f4ddb3635dd60bb";"AnnenMayKantereit";"23xqmJEN3oVxwzqtNIyR5m"
"96";"7";"DE1FB2300012";"nimmdichnichtsoernst";"3EDAmjgVJ9aaRYyuHuSSgQ";"Aaron";"https://i.scdn.co/image/ab67616d0000b27368ddce2692da4378c24e471a";"Bamboo";"nimmdichnichtsoernst - EP";"2023-05-05";"SINGLE";"141165";"37";"0.799";"0.721";"0.52";"4";"-8.305";"0.202";"0.000162";"0.106";"0.387";"82.516";"";"";"";"artist";"43";"0";"cologne indie, german alternative rap, german indie, german pop";"https://i.scdn.co/image/ab6761610000e5ebc04a53640d00f2c377279d1f";"OK KID";"5syyAQTWJ2BaLtjOKE99MK"
"96";"8";"DE1FB2300044";"zusammenalleine";"0m0Ajm118G40tykZvwWQBP";"Aaron,Dominik Hartz";"https://i.scdn.co/image/ab67616d0000b2732e707b2120c09ef62a66c003";"Bamboo";"zusammenalleine";"2023-06-16";"SINGLE";"121574";"51";"0.167";"0.732";"0.687";"7";"-7.605";"0.166";"0";"0.146";"0.32";"162.08";"";"";"";"artist";"36";"0";"";"https://i.scdn.co/image/ab6761610000e5eb3bd33e1687c55dba786cd27f";"katlix";"2w9SZxjM9DUKiFsMhAk5Lr"
"96";"9";"DEUM72303590";"Ein Anruf entfernt";"3Xqqsi0zw6p3eYkKzzzag0";"Zartmann";"https://i.scdn.co/image/ab67616d0000b27323b923e18bb68c36772e8df1";"Walk This Way Records";"Ein Anruf entfernt";"2023-04-13";"SINGLE";"155773";"46";"0.202";"0.813";"0.798";"1";"-5.455";"0.0392";"0.0000793";"0.0834";"0.53";"108.062";"";"";"";"artist";"48";"0";"german pop";"https://i.scdn.co/image/ab6761610000e5ebb85970a02fd1cd478721af38";"Fynn Kliemann";"2YIxQoGvBukvoC1CbJ7opS"
"96";"10";"USUG12000658";"Save Your Tears";"5QO79kh1waicV47BqGRL3g";"The Weeknd";"https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36";"Republic Records";"After Hours";"2020-03-20";"ALBUM";"215626";"89";"0.0212";"0.68";"0.826";"0";"-5.487";"0.0309";"0.0000124";"0.543";"0.644";"118.051";"";"";"";"artist";"59";"0";"german indie folk, german pop";"https://i.scdn.co/image/ab6761610000e5eba04254b06c6e30d5945bf3b3";"Provinz";"2f7f3AmL16mmiAmYnxmmfx"
"96";"11";"DE1FB2200086";"Party Sahne";"2hFOXN8Eq2gXIGGMIdHdWJ";"Ski Aggu,Endzone,Ericson";"https://i.scdn.co/image/ab67616d0000b2736836bd13b1aaf59d06f75169";"jungeratze";"2022 war film gewesen";"2022-12-01";"ALBUM";"137847";"74";"0.0778";"0.833";"0.918";"8";"-6.397";"0.092";"0.000026";"0.574";"0.846";"135.942";"";"";"";"artist";"51";"0";"german indie, german pop";"https://i.scdn.co/image/ab6761610000e5eb1d0abdcd1d16edc8afd97634";"Von Wegen Lisbeth";"0uNoScPvcAL4krqNZfeJBq"
"96";"12";"QM4TX2371266";"Rimini";"2JNIWfyUG8AXC2staqyay5";"ENNIO";"https://i.scdn.co/image/ab67616d0000b273b2158d03c827b62a2e40617a";"Orgel Enterprise";"rimini tape";"2023-04-13";"SINGLE";"174546";"62";"0.62";"0.797";"0.707";"10";"-7.916";"0.0791";"0.0000271";"0.161";"0.456";"91.517";"";"";"";"artist";"60";"0";"german pop";"https://i.scdn.co/image/ab6761610000e5eb5eacbf24774957b8f8565f42";"JEREMIAS";"011bJBtG8SdkBqBiSpBllF"
"96";"13";"DEUM72118986";"Blaue Augen";"045Qp5DqFXTqUuMMBR81iS";"JEREMIAS";"https://i.scdn.co/image/ab67616d0000b273be5fab6674c3c16278e8b716";"Vertigo Berlin";"Blaue Augen";"2021-12-03";"SINGLE";"167873";"57";"0.143";"0.586";"0.547";"0";"-6.748";"0.108";"0";"0.152";"0.617";"155.999";"";"";"";"artist";"61";"0";"german hip hop";"https://i.scdn.co/image/ab6761610000e5ebc8f77ba064a911faaab6afd2";"K.I.Z";"0bMt8SJlp0gFRUufzifS05"
"96";"14";"DEE861900149";"Zehenspitzen - Sprungturm Session";"5g05XX9sSxhBD8MxUZQMFn";"BRUCKNER";"https://i.scdn.co/image/ab67616d0000b273d122f9cb3324f38ccd00273a";"Columbia Local";"Sprungturm EP";"2019-04-24";"SINGLE";"161280";"11";"0.197";"0.614";"0.445";"0";"-7.013";"0.0445";"0.0000025";"0.067";"0.709";"156.274";"";"";"";"artist";"61";"0";"german pop, german rock";"https://i.scdn.co/image/ab6761610000e5eb401d3b6b93913d6120c5de7a";"Peter Fox";"6rqlONGmPuP2wJVSfliLBI"
"96";"15";"DEE862000077";"Für immer hier";"6lFE3aWWixcBaZsnAS84I1";"BRUCKNER";"https://i.scdn.co/image/ab67616d0000b27398c99007dddf0d879d21faa2";"Columbia Local";"Hier";"2020-06-26";"ALBUM";"169693";"47";"0.411";"0.746";"0.845";"5";"-4.383";"0.0357";"0.00858";"0.0783";"0.707";"106.999";"";"";"";"artist";"46";"0";"german indie, german indie pop, neue neue deutsche welle";"https://i.scdn.co/image/ab6761610000e5ebfe098afa066125a2e9ae1789";"Betterov";"2LTDsDjf02umXildBzlrKZ"
"96";"16";"DEE862000110";"Weit weg";"1B8yF53YlwHiXcEJTfJ7Gp";"BRUCKNER";"https://i.scdn.co/image/ab67616d0000b27398c99007dddf0d879d21faa2";"Columbia Local";"Hier";"2020-06-26";"ALBUM";"212506";"37";"0.45";"0.631";"0.521";"7";"-6.117";"0.0532";"0.000127";"0.0851";"0.307";"159.871";"";"";"";"artist";"27";"0";"";"https://i.scdn.co/image/ab6761610000e5eb800a6561b38f3b4c712cff17";"Club For Five";"1gu9pTR4fuo9fSvMNWpHzW"
"96";"17";"GBALS9700072";"High";"0AQHfKjzky28rf5ytfBANJ";"Lighthouse Family";"https://i.scdn.co/image/ab67616d0000b27318f632fef2f6c380c8ba43f5";"Polydor Records";"Postcards From Heaven";"1997-01-01";"ALBUM";"308333";"71";"0.108";"0.662";"0.628";"10";"-8.502";"0.0251";"0.0776";"0.128";"0.588";"102.319";"";"";"";"artist";"71";"0";"german hip hop";"https://i.scdn.co/image/ab6761610000e5eb210beab483c257dd2f2d7579";"Ski Aggu";"6CP5wWvO8oIxedESJNCN4H"
"96";"18";"DECE72000517";"L.O.V.E.";"2Vr9neYPIWshdbTG059i3A";"Leoniden";"https://i.scdn.co/image/ab67616d0000b273d8d8909e8997e293c54166ca";"IRRSINN Tonträger";"L.O.V.E.";"2020-07-24";"SINGLE";"191323";"53";"0.00365";"0.511";"0.701";"6";"-4.886";"0.0451";"0";"0.574";"0.643";"149.865";"";"";"";"artist";"70";"0";"german hip hop";"https://i.scdn.co/image/ab6761610000e5eb982cd0568dc2bb9e2f813092";"Apache 207";"1qQLhymHXFPtP5U8KNKsm6"
"96";"19";"GBKPL2136765";"Serotonin";"1q2Zb0v5ZGxKDktEz7wSPb";"girl in red";"https://i.scdn.co/image/ab67616d0000b2737fb30ee0638c764d6f3247d2";"world in red";"Serotonin";"2021-03-03";"SINGLE";"182426";"1";"0.0123";"0.58";"0.788";"2";"-4.714";"0.259";"0.0000184";"0.368";"0.72";"148.992";"";"";"";"artist";"58";"0";"norwegian pop";"https://i.scdn.co/image/ab6761610000e5eb71cccba3bb4d24b0bff39e4a";"Sigrid";"4TrraAsitQKl821DQY42cZ"
"96";"20";"DEPI82100823";"Winter";"0A6veHF4anl42KMGn2xrWF";"FIBEL";"https://i.scdn.co/image/ab67616d0000b273d2092b0a8ba6b7e49fe536e6";"Bube Dame König Artist";"Winter";"2021-03-12";"SINGLE";"158482";"35";"0.0592";"0.643";"0.842";"9";"-6.948";"0.0728";"0.0000461";"0.0974";"0.694";"142.02";"";"";"";"artist";"43";"0";"";"https://i.scdn.co/image/ab6761610000e5eb9be47170295a0ca2572edab4";"RAUM27";"4XYLofF5uTuAHIcuEBdNdr"
"96";"21";"DE1FB2300008";"Ja ich weiß";"0KzMKVa7n63hl3GQM90cwy";"Aaron";"https://i.scdn.co/image/ab67616d0000b27368ddce2692da4378c24e471a";"Bamboo";"nimmdichnichtsoernst - EP";"2023-05-05";"SINGLE";"168071";"27";"0.516";"0.878";"0.522";"1";"-8.478";"0.241";"0";"0.11";"0.911";"119.939";"";"";"";"artist";"17";"0";"";"https://i.scdn.co/image/ab6761610000e5eb917dee83acf5f437269a7a51";"Sinu";"6abkP42tQNHGtJaYTr6Kzz"
"96";"22";"DEE862201897";"Indigo";"4BxsABPGmQergAixFjn0hx";"BRUCKNER";"https://i.scdn.co/image/ab67616d0000b273a8840d252ffa6aedaba85de8";"Columbia Local";"Zerrissen";"2023-04-21";"ALBUM";"169554";"26";"0.21";"0.763";"0.669";"5";"-5.509";"0.0405";"0.00000915";"0.377";"0.874";"115.977";"";"";"";"artist";"61";"0";"canadian punk";"https://i.scdn.co/image/ab6761610000e5eb129c7158f9565223cead0dd8";"Billy Talent";"08yf5A2nS4XEeNvabDXqyg"
"96";"23";"DE1FB2200067";"Broker";"0fmZFIfyvdcg6dVkczBpwF";"Ski Aggu,Dauner";"https://i.scdn.co/image/ab67616d0000b2737259f66c8a40b1a00433ad07";"jungeratze";"Broker";"2023-02-09";"SINGLE";"150877";"61";"0.386";"0.769";"0.637";"9";"-9.019";"0.259";"0.0527";"0.111";"0.86";"160.01";"";"";"";"artist";"65";"0";"eurodance, italo dance";"https://i.scdn.co/image/ab6761610000e5eb3547c85b33443eb3d8abd004";"Gigi D'Agostino";"1OAjDaKgg00KCUYqDe68un"
