"participant_id";"entry_no";"top_tracks_isrc";"top_tracks_title";"top_tracks_spotify_id";"top_tracks_artist";"top_tracks_cover";"top_tracks_label";"top_tracks_album_name";"top_tracks_release_date";"top_tracks_album_type";"top_tracks_duration_ms";"top_tracks_popularity";"top_tracks_acousticness";"top_tracks_danceability";"top_tracks_energy";"top_tracks_key";"top_tracks_loudness";"top_tracks_speechiness";"top_tracks_instrumentalness";"top_tracks_liveness";"top_tracks_valence";"top_tracks_tempo";"last_tracks_played_at";"last_tracks_context_type";"last_tracks_context_uri";"top_artists_type";"top_artists_popularity";"top_artists_followers";"top_artists_genres";"top_artists_cover";"top_artists_name";"top_artists_spotify_id"
"20";"1";"USUS12000424";"High Like This";"3Ukb1tpAsQOdUSVKAW94Cj";"Adventure Club,Squired,Dia Frampton";"https://i.scdn.co/image/ab67616d0000b2737e7212e54c2eb80a16fadc5a";"Ultra Records";"High Like This";"2020-07-31";"SINGLE";"192725";"43";"0.0798";"0.473";"0.862";"8";"-4.156";"0.0803";"0.00000387";"0.111";"0.233";"150.031";"";"";"";"artist";"86";"0";"modern rock, pop, rock";"https://i.scdn.co/image/ab6761610000e5eb920dc1f617550de8388f368e";"Imagine Dragons";"53XhwfbYqKCa1cC15pYq2q"
"20";"2";"UKQNV2000195";"Make U Stay";"32Q7B7BsaUBb8D2zT2Vngb";"Sega Bodega,Låpsley";"https://i.scdn.co/image/ab67616d0000b2732f16fa8350de4174960c2f53";"NUXXE";"Make U Stay";"2020-11-05";"SINGLE";"200500";"38";"0.0909";"0.702";"0.722";"4";"-7.971";"0.0417";"0.025";"0.134";"0.315";"145.959";"";"";"";"artist";"59";"0";"downtempo, electronica, indietronica, neo-synthpop, trip hop";"https://i.scdn.co/image/ab6761610000e5eb804f352e162347a18f6401fa";"Röyksopp";"5nPOO9iTcrs9k6yFffPxjH"
"20";"3";"USAT22002202";"Hard To Say Goodbye (feat. Chloe Angelides) - Ship Wrek Remix";"5R0W21CFhLqVw3epCGrdSB";"Ekali,ILLENIUM,Chloe Angelides,Ship Wrek";"https://i.scdn.co/image/ab67616d0000b273cd851e4caa8e4175176e8e33";"Big Beat Records/Atlantic";"Hard To Say Goodbye (feat. Chloe Angelides) [Ship Wrek Remix]";"2020-04-17";"SINGLE";"238064";"29";"0.0382";"0.717";"0.907";"10";"-5.031";"0.039";"0.0721";"0.0538";"0.186";"123.996";"";"";"";"artist";"73";"0";"complextro, edm, german techno, pop, pop dance";"https://i.scdn.co/image/ab6761610000e5eb24b87bfe6e6f3fc93ef9e819";"Zedd";"2qxJFvFYMEDqd7ui6kSAcq"
"20";"4";"GBCEL2000178";"The Blame - Single Edit";"4dffcyDgshaZyEQaMDkOVB";"Bob Moses";"https://i.scdn.co/image/ab67616d0000b273b3cfd09e7d9bd08dbbfc1cf0";"Domino Recording Co";"Desire";"2020-08-28";"ALBUM";"265832";"34";"0.0317";"0.669";"0.831";"11";"-5.359";"0.0366";"0.0325";"0.0912";"0.263";"120.04";"";"";"";"artist";"60";"0";"edm, electropop, indie poptimism";"https://i.scdn.co/image/ab6761610000e5eb014b77216e3469a2d2cfc3ec";"Louis The Child";"7wg1qvie3KqDNQbAkTdbX0"
"20";"5";"USRC12002247";"Someone Else - Malaa Remix";"2pUsewGAEBAx0PXaK01ZoS";"Rezz,Grabbitz,Malaa";"https://i.scdn.co/image/ab67616d0000b273dc2fea706fc6dc89f504e3dd";"Rezz Music/RCA Records";"Someone Else (Malaa Remix)";"2020-07-10";"SINGLE";"205440";"34";"0.123";"0.687";"0.736";"5";"-7.144";"0.0427";"0.0808";"0.354";"0.214";"124.969";"";"";"";"artist";"53";"0";"frauenrap, german hip hop";"https://i.scdn.co/image/ab6761610000e5ebabff0f499883a924349531ca";"Nura";"3gkbRDj7pkIylWVBpRfrQf"
"20";"6";"USUM72014918";"Follow (with Jeremih)";"0id7TrBjYYzQ5v5mHWTUxC";"Kito,ZHU,Jeremih";"https://i.scdn.co/image/ab67616d0000b273465aa8d1a367f4b6475d0938";"Astralwerks";"Follow (with Jeremih)";"2020-08-14";"SINGLE";"205440";"44";"0.00485";"0.68";"0.761";"0";"-6.142";"0.0288";"0.00139";"0.0644";"0.361";"124.981";"";"";"";"artist";"67";"0";"uk dance";"https://i.scdn.co/image/ab6761610000e5eb2d25adbc1590bb250bd3ee6c";"Elderbrook";"2vf4pRsEY6LpL5tKmqWb64"
"20";"7";"GBUM71401448";"How You Love Me";"0A1y3d5O3SDvXaQ8snkmOf";"3LAU,Bright Lights";"https://i.scdn.co/image/ab67616d0000b273527e793a2461e171bfd0818e";"Universal-Island Records Ltd.";"How You Love Me";"2014-01-01";"SINGLE";"210468";"47";"0.183";"0.496";"0.789";"1";"-3.648";"0.0839";"0";"0.34";"0.286";"127.961";"";"";"";"artist";"47";"0";"aussietronica, electro house, electronic trap, future bass, vapor twitch";"https://i.scdn.co/image/ab6761610000e5eba7468b3029f3fa1eb581d082";"Just A Gent";"1kwGj7uDO5WXVXtQLvGJr0"
"20";"8";"USAT22000310";"1 4 Me - S+C+A+R+R Remix";"1m9O1QFF7qZtZQca2O3Jc3";"Electric Guest,S+C+A+R+R";"https://i.scdn.co/image/ab67616d0000b273c93516bad5bca4ba3ece1d40";"Atlantic Records";"1 4 Me (S+C+A+R+R Remix)";"2020-02-14";"SINGLE";"196436";"20";"0.0263";"0.856";"0.556";"9";"-6.487";"0.0548";"0.00172";"0.111";"0.657";"120.061";"";"";"";"artist";"81";"0";"alternative rock, funk metal, funk rock, permanent wave, rock";"https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8";"Red Hot Chili Peppers";"0L8ExT028jH3ddEcZwqJJ5"
"20";"9";"GBKPL2001483";"Fire";"2JvBxZDxItW58uZBheo4lO";"Just A Gent,Caitlyn Scarlett";"https://i.scdn.co/image/ab67616d0000b273883416d64764747a2aa7a511";"Deux Trois";"Fire";"2020-05-29";"SINGLE";"254520";"0";"0.0167";"0.757";"0.665";"8";"-5.95";"0.0387";"0.000388";"0.261";"0.261";"125.041";"";"";"";"artist";"66";"0";"electropop, hyperpop, indie electropop, indie poptimism, rage rap, vapor twitch";"https://i.scdn.co/image/ab6761610000e5eb46a055ed60b32389c6dbd142";"Whethan";"0vqJkZ0RpLZixt3lTmD8vP"
"20";"10";"NLM5S2101161";"Places";"1FxZblJPTjTl7SWSOwdmBk";"Drove,Dillon Francis";"https://i.scdn.co/image/ab67616d0000b273f6a9ec41109ff2a51427e49a";"STMPD RCRDS";"Places";"2021-01-08";"SINGLE";"185585";"38";"0.0126";"0.796";"0.675";"1";"-8.066";"0.0397";"0.181";"0.0779";"0.114";"120.032";"";"";"";"artist";"56";"0";"indie electropop";"https://i.scdn.co/image/ab6761610000e5ebf91887932cd9b3b953d40f14";"LissA";"6aAestjbtEbALwyIYPg8Na"
"20";"11";"USUMV1901912";"Wild Girl - Paul Woolford Remix";"7ETxvXQ5oWFRfAfaIEimAG";"Kito,Empress Of,Paul Woolford";"https://i.scdn.co/image/ab67616d0000b2739d33197895d18039a87957e5";"Astralwerks";"Wild Girl (Paul Woolford Remix)";"2019-12-06";"SINGLE";"221931";"55";"0.0341";"0.551";"0.786";"0";"-8.434";"0.0301";"0.4";"0.182";"0.533";"125.009";"";"";"";"artist";"34";"0";"";"https://i.scdn.co/image/ab6761610000e5eb953c0a6b1c03983232034672";"Rad Cat";"4wrWMxa1wnZX5ZDhV6qk6f"
"20";"12";"ZZOPM2003312";"Nightlight (feat. Annika Wells) - MOTi Remix";"5a9mPrXe4KRdpxGaGFJ3HE";"ILLENIUM,Annika Wells,MOTi";"https://i.scdn.co/image/ab67616d0000b2730abe88be5835fad88b22f955";"Warner Records";"Nightlight (feat. Annika Wells) [The Remixes, Vol. 2]";"2020-10-02";"SINGLE";"188571";"31";"0.121";"0.643";"0.767";"11";"-5.822";"0.0562";"0.0000037";"0.235";"0.386";"125.968";"";"";"";"artist";"77";"0";"melodic metalcore, metalcore, modern rock, rock, uk metalcore";"https://i.scdn.co/image/ab6761610000e5eb4fe3f438bb423dce135872b3";"Bring Me The Horizon";"1Ffb6ejR6Fe5IamqA5oRUF"
"20";"13";"QZNWY2002834";"Photogenic";"6YLiqX7qSSPu8JsqAL7Lri";"Retrofette";"https://i.scdn.co/image/ab67616d0000b273656b583ebbcdd2f266dd0cf4";"1397704 Records DK2";"Photogenic";"2020-12-28";"SINGLE";"208873";"20";"0.709";"0.755";"0.782";"0";"-13.305";"0.0669";"0.663";"0.11";"0.52";"126.028";"";"";"";"artist";"60";"0";"gauze pop, progressive house";"https://i.scdn.co/image/ab6761610000e5eba63ca9a9ed590b0f7c9633a7";"Lane 8";"27gtK7m9vYwCyJ04zz0kIb"
"20";"14";"QZHN92084053";"In My Head";"6PWXLBvDU95wfi5cH2O2Oj";"Nepsa,Abigail Villanueva";"https://i.scdn.co/image/ab67616d0000b2735a48d8e957008f43990ec860";"Nepsa";"In My Head";"2020-07-17";"SINGLE";"214369";"34";"0.0616";"0.946";"0.481";"8";"-9.105";"0.222";"0.154";"0.107";"0.554";"119.998";"";"";"";"artist";"49";"0";"alternative r&b";"https://i.scdn.co/image/ab6761610000e5eb755f66920d12a0b9f2b23824";"Tanerélle";"1r1n66Rkx4fzNCIUQhS6OH"
"20";"15";"GBCFB2000148";"Touch";"57v4cMu70Wx4oG9rFp2lMq";"Big Wild";"https://i.scdn.co/image/ab67616d0000b273709cf4dfc00ca1047deb70be";"Counter Records";"Touch";"2020-05-13";"SINGLE";"212865";"53";"0.0373";"0.702";"0.55";"4";"-7.524";"0.0247";"0.00234";"0.147";"0.535";"106.003";"";"";"";"artist";"84";"0";"alternative metal, nu metal, post-grunge, rap metal, rock";"https://i.scdn.co/image/ab6761610000e5eb811da3b2e7c9e5a9c1a6c4f7";"Linkin Park";"6XyY86QOPPrYVGvF9ch6wz"
"20";"16";"QM24S2006132";"us";"5HfAN38tm5sHqs1HAW9mxs";"Steve James";"https://i.scdn.co/image/ab67616d0000b27302262d5c2d65f14122c0ed76";"Butter Beats";"us";"2020-06-26";"SINGLE";"319354";"24";"0.028";"0.877";"0.522";"7";"-7.646";"0.0448";"0.133";"0.41";"0.692";"123.998";"";"";"";"artist";"77";"0";"speedrun, video game music";"https://i.scdn.co/image/ab6761610000e5eb4d998e7541724c918777b8ca";"League of Legends";"47mIJdHORyRerp4os813jD"
"20";"17";"DES232000510";"Caught in a Dream";"2aahxM4jGWFWgMzmHpelAR";"PALASTIC,LissA";"https://i.scdn.co/image/ab67616d0000b273684331c562d35ada22c04fbb";"Selected.";"Caught in a Dream";"2020-12-18";"SINGLE";"165500";"68";"0.782";"0.701";"0.592";"9";"-10.567";"0.147";"0.0686";"0.0832";"0.455";"120.007";"";"";"";"artist";"98";"0";"canadian hip hop, canadian pop, hip hop, pop rap, rap";"https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9";"Drake";"3TVXtAsR1Inumwj472S9r4"
"20";"18";"QM24S1927811";"Stop";"2B3OkaYrJlPadZ2eCdBtfT";"Justin Jay,Tima Dee";"https://i.scdn.co/image/ab67616d0000b273ba516ee587b12a23aa6d827e";"Fantastic Voyage";"Stop";"2020-01-17";"SINGLE";"223125";"38";"0.0691";"0.917";"0.432";"7";"-7.614";"0.0558";"0.0169";"0.111";"0.246";"128";"";"";"";"artist";"46";"0";"";"https://i.scdn.co/image/ab6761610000e5eb1d8b8cbb8bcd2064bb098e59";"Kasablanca";"297Z0teiCkp5s9eneWROpI"
"20";"19";"GBEWA1906560";"Run";"0yjxW8s0Uuk9uKi0Nh9B7T";"Lane 8,Kasablanca";"https://i.scdn.co/image/ab67616d0000b2738b30196bbda98bff4b039fc1";"This Never Happened";"Cross Pollination";"2020-08-27";"ALBUM";"230318";"53";"0.0228";"0.366";"0.802";"5";"-6.695";"0.0357";"0.644";"0.248";"0.23";"123.889";"";"";"";"artist";"55";"0";"indie electropop, vapor soul";"https://i.scdn.co/image/ab6761610000e5eb45b131c2a2c0354282eb6311";"BAYNK";"28yVvEvA2lT3K5RNIhV1Dj"
"20";"20";"FR9W11917023";"sunny side up";"0a74XCJcWX9mFvLUMdmjNV";"Jean Tonique";"https://i.scdn.co/image/ab67616d0000b273dcf92334550bd75d0229d1c9";"TONIQUE Records – Grand Musique Management";"sunny side up";"2019-10-11";"ALBUM";"214106";"29";"0.335";"0.74";"0.91";"0";"-7.73";"0.0833";"0.636";"0.446";"0.75";"114.958";"";"";"";"artist";"69";"0";"dance pop, edm, pop, pop dance";"https://i.scdn.co/image/ab6761610000e5eb7bda087d6fb48d481efd3344";"Galantis";"4sTQVOfp9vEMCemLw50sbu"
"20";"21";"TCACL1637941";"Ocean Eyes - GOLDHOUSE Remix";"1JbuC7uZm0P1PyX7N7gDEM";"Billie Eilish,GOLDHOUSE";"https://i.scdn.co/image/ab67616d0000b2732dc817144c8081281f77508d";"Darkroom";"Ocean Eyes (The Remixes)";"2017-01-13";"SINGLE";"213600";"53";"0.0344";"0.425";"0.954";"7";"-2.573";"0.0383";"0.358";"0.187";"0.572";"199.843";"";"";"";"artist";"61";"0";"pixie, pop emo, pop punk";"https://i.scdn.co/image/ab6761610000e5eb2afa26d3b0777e636458aaa8";"PVRIS";"6oFs3qk4VepIVFdoD4jmsy"
"20";"22";"USQX92003586";"Patience";"0t0QEf4OY8h2rJhIZGLKWc";"Julian Lamadrid";"https://i.scdn.co/image/ab67616d0000b2735ff88cb345336b2e7ab6e5f4";"Arista Records";"Patience";"2020-09-18";"SINGLE";"208002";"20";"0.135";"0.911";"0.484";"0";"-6.925";"0.108";"0.35";"0.102";"0.598";"120.034";"";"";"";"artist";"88";"0";"dfw rap, melodic rap, pop, rap";"https://i.scdn.co/image/ab6761610000e5eb6be070445b03e0b63147c2c1";"Post Malone";"246dkjvS1zLTtiykXe5h60"
"20";"23";"QZHN51957200";"Rosetta";"0UyMWzjPTnEaEEIkDtKKBW";"Chuck Sutton";"https://i.scdn.co/image/ab67616d0000b273cca4536013d00dc9249923bd";"Chuck Sutton";"i know what i'm doing*";"2019-10-18";"ALBUM";"200759";"41";"0.584";"0.708";"0.482";"11";"-8.953";"0.245";"0.00239";"0.159";"0.387";"144.97";"";"";"";"artist";"52";"0";"edm, electro house, mashup, pop dance, progressive electro house, progressive house";"https://i.scdn.co/image/ab6761610000e5eb8c06e7f2a6ecf4e58bccc256";"3LAU";"4YLQaW1UU3mrVetC8gNkg5"
"20";"24";"QZD442000079";"Gone Hollywood";"3tx3ZUMrtUgpFBFaqdlgVD";"Rad Cat,Dutch Melrose";"https://i.scdn.co/image/ab67616d0000b27336099abca33d61fd58a4dbd3";"Dreamers Club / Palette Records, LLC";"Love & Illusions";"2020-02-21";"SINGLE";"216000";"25";"0.0149";"0.573";"0.91";"6";"-3.848";"0.342";"0";"0.492";"0.561";"160.072";"";"";"";"artist";"74";"0";"gauze pop, indietronica, modern rock, pov: indie, shiver pop";"https://i.scdn.co/image/ab6761610000e5eb66b27eccb69756f8eceabc23";"Glass Animals";"4yvcSjfu4PC0CYQyLy4wSq"
"20";"25";"USAT22003787";"Wildlife";"6PjR4ysxOPzqAMpR4vphjK";"Jauz,Karra";"https://i.scdn.co/image/ab67616d0000b2731b476e4bce15fca0d2e23543";"Parametric";"Wildlife";"2020-06-25";"SINGLE";"212571";"37";"0.336";"0.562";"0.816";"10";"-7.485";"0.101";"0.0000675";"0.0993";"0.354";"139.977";"";"";"";"artist";"58";"0";"canadian electronic, canadian house";"https://i.scdn.co/image/ab6761610000e5eb05160aec0fc3da915f1230ab";"Bob Moses";"6LHsnRBUYhFyt01PdKXAF5"
"20";"26";"QZFYW1915785";"Just Gonna Exist";"2f8bsBeF4Yk14cWPS9pZ3S";"Mindchatter";"https://i.scdn.co/image/ab67616d0000b2738266a695cffd080e414e36cd";"Mind of a Genius";"Just Gonna Exist";"2019-05-30";"SINGLE";"174474";"51";"0.863";"0.706";"0.435";"1";"-13.347";"0.106";"0.336";"0.101";"0.859";"190.019";"";"";"";"artist";"52";"0";"anime, j-pixie";"https://i.scdn.co/image/ab6761610000e5ebfccc5f4e11d1950a408dafb9";"MYTH & ROID";"1NRrtMvT3o1TI6I8XCuweq"
"20";"27";"QZFPL2000047";"Love Is Awake";"6cwiXbTqbuGjwPnG56LFG2";"Madnap,Late Night Alumni";"https://i.scdn.co/image/ab67616d0000b2732b6d84f759a418ddb74cb934";"Thrive Music, LLC";"Love Is Awake";"2020-07-03";"SINGLE";"200000";"41";"0.00937";"0.736";"0.728";"2";"-7.918";"0.0264";"0.0189";"0.0966";"0.265";"119.979";"";"";"";"artist";"41";"0";"vapor twitch";"https://i.scdn.co/image/ab6761610000e5eb152d9cd095653b70bd25de48";"Mazde";"60ELFqAhwT7jwRKJV6Rgfx"
"20";"28";"DES232000090";"Another You";"3Y1tVHf275Rm0sm7EyyBRy";"LissA,Mazde";"https://i.scdn.co/image/ab67616d0000b273d91cd9f197c39a802bd1ef39";"Night Air Records";"Another You";"2020-06-05";"SINGLE";"195274";"24";"0.463";"0.542";"0.517";"3";"-5.997";"0.0572";"0.0000153";"0.114";"0.284";"69.747";"";"";"";"artist";"57";"0";"art pop, electro-pop francais, metropopolis, shimmer pop";"https://i.scdn.co/image/ab6761610000e5eb307f3c17453f6bdef2f0d6eb";"Christine and the Queens";"04vj3iPUiVh5melWr0w3xT"
"20";"29";"GBEWA1903970";"Tokyo (feat. XIRA)";"1QCVN7PEJ0dMiIDOG6ZJUf";"3LAU,XIRA";"https://i.scdn.co/image/ab67616d0000b2732e1143d679cbad9fbc11fc89";"Anjunabeats";"Tokyo (feat. XIRA)";"2019-12-06";"SINGLE";"223140";"48";"0.00016";"0.53";"0.996";"5";"-4.415";"0.0661";"0.0534";"0.356";"0.0435";"121.014";"";"";"";"artist";"52";"0";"melodic power metal";"https://i.scdn.co/image/ab6761610000e5ebd20cdeefce618685212cb98f";"Pentakill";"2qcGTB5s2t9o2w9SrI719s"
"20";"30";"QM6P42011756";"Touch";"0KxRceL9Rp72tEA2SgnVrr";"Zubin,Chrome Sparks";"https://i.scdn.co/image/ab67616d0000b2736914dc5b5c9009d1b9e1cc79";"tmwrk records";"Touch";"2020-07-15";"SINGLE";"193293";"20";"0.155";"0.618";"0.65";"0";"-8.31";"0.119";"0";"0.365";"0.202";"122.949";"";"";"";"artist";"76";"0";"lgbtq+ hip hop";"https://i.scdn.co/image/ab6761610000e5ebd66f1e0c883f319443d68c45";"Lil Nas X";"7jVv8c5Fj3E9VhNjxT4snq"
"20";"31";"GB45A1901702";"go with u - Louis La Roche Remix";"5FxcDJENpjWY6lL9CnbHgc";"BAYNK,Louis La Roche";"https://i.scdn.co/image/ab67616d0000b273e54350d70aa56004dce03d19";"AllPoints";"Someone’s EP II X";"2019-11-15";"SINGLE";"266289";"55";"0.122";"0.751";"0.501";"1";"-7.529";"0.0588";"0.011";"0.111";"0.3";"111.987";"";"";"";"artist";"49";"0";"future bass, vapor twitch";"https://i.scdn.co/image/ab6761610000e5eb3ee902bf5f86324637c803f4";"Duskus";"59MDSNIYoOY0WRYuodzJPD"
"20";"32";"CAGOO1953706";"Somebody Real";"3Ug3wF2CFhSULjAuHD6V3h";"Schmarx & Savvy";"https://i.scdn.co/image/ab67616d0000b2733b7d63fc7271f399c326785d";"Schmarx & Savvy";"Somebody Real";"2019-08-09";"SINGLE";"207741";"46";"0.0274";"0.709";"0.86";"4";"-5.623";"0.0561";"0.337";"0.215";"0.592";"124.995";"";"";"";"artist";"61";"0";"alternative dance, electronica, french indie pop, indietronica, neo-synthpop, new rave, socal pop punk";"https://i.scdn.co/image/ab6761610000e5eb86dd27699ca06ca87a355c62";"Metronomy";"54QMjE4toDfiCryzYWCpXX"
"20";"33";"USAT22000560";"Colder (feat. Cappa)";"04k2qZrQ5eu1XlM8XLz23S";"SNBRN,Cappa";"https://i.scdn.co/image/ab67616d0000b2734feb90dcadfc8100f3239102";"Parametric";"Colder (feat. Cappa)";"2020-02-20";"SINGLE";"220412";"35";"0.531";"0.577";"0.954";"6";"-5.637";"0.0452";"0.369";"0.154";"0.19";"119.966";"";"";"";"artist";"66";"0";"edm, pop dance, pop edm";"https://i.scdn.co/image/ab6761610000e5eb696e10126ba80dd6bfc9f6a9";"twocolors";"7ACEUD7UsmmXrnj4OLt8f9"
"20";"34";"USOM82070001";"When I'm With You";"4rXflTOWCja5YDR96lINzu";"Kaskade,Colette";"https://i.scdn.co/image/ab67616d0000b273562aacf59bdf74bd38c44743";"Om Records";"When I'm With You";"2020-06-26";"SINGLE";"266172";"39";"0.167";"0.762";"0.543";"8";"-8.759";"0.0377";"0.505";"0.0299";"0.18";"123.01";"";"";"";"artist";"65";"0";"edm, electro house, pop dance, progressive electro house, progressive house, vocal house";"https://i.scdn.co/image/ab6761610000e5ebc96f32c30b4c236b5b9c40fa";"Kaskade";"6TQj5BFPooTa08A7pk8AQ1"
"20";"35";"GBKPL2084171";"At Night";"0AcwF3jjxYWlD0dfK2RVZN";"3LAU,Shaun Frank,Grabbitz";"https://i.scdn.co/image/ab67616d0000b27318a412bd3444fa9959a52c19";"BLUME";"At Night";"2020-02-14";"SINGLE";"220645";"0";"0.00653";"0.672";"0.866";"2";"-5.646";"0.044";"0.00823";"0.189";"0.354";"124.014";"";"";"";"artist";"75";"0";"alternative metal, nu metal";"https://i.scdn.co/image/ab6761610000e5ebe8ff09aeb4a345c03ff560b6";"Avenged Sevenfold";"0nmQIMXWTXfhgOBdNzhGOs"
"20";"36";"USAT21703587";"Tell Me You Love Me";"5kgqTe1BM720OjU78TGYDw";"Galantis,Throttle";"https://i.scdn.co/image/ab67616d0000b27371340c55289f59acb3ecd40f";"Big Beat Records";"The Aviary";"2017-09-15";"ALBUM";"190400";"54";"0.117";"0.762";"0.797";"5";"-2.71";"0.135";"0";"0.202";"0.525";"122.066";"";"";"";"artist";"56";"0";"deep euro house, minimal melodic techno, new french touch";"https://i.scdn.co/image/ab6761610000e5eb2ccb8f30b6ffc490526a21e1";"NTO";"7ry8L53T4oJtSIogGYuioq"
"20";"37";"UKQNV2000177";"Barbie Boy";"4De1jeFZD6rnQ6USCrh6jT";"Dorian Electra,Sega Bodega";"https://i.scdn.co/image/ab67616d0000b273fe05d794d4ebe29f1ddfcbc8";"Dorian Electra";"My Agenda";"2020-10-16";"ALBUM";"168989";"35";"0.0994";"0.522";"0.773";"11";"-6.176";"0.202";"0";"0.341";"0.649";"82.998";"";"";"";"artist";"89";"0";"detroit hip hop, hip hop, rap";"https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b";"Eminem";"7dGJo4pcD2V6oG8kP0tJRR"
"20";"38";"AUUM72000692";"Bad Things";"47ReVc3e4YlHxh0t0gBk6l";"Alison Wonderland";"https://i.scdn.co/image/ab67616d0000b273f46b840e7d171d78473e7838";"EMI Recorded Music Australia Pty Ltd";"Bad Things";"2020-09-24";"SINGLE";"209827";"42";"0.0487";"0.469";"0.631";"10";"-7.399";"0.0423";"0.000343";"0.344";"0.0399";"147.935";"";"";"";"artist";"53";"0";"aussietronica, edm, electra, electronic trap, escape room, indietronica";"https://i.scdn.co/image/ab6761610000e5eb6af4313c7cb5d8854f0a8f67";"Alison Wonderland";"11gWrKZMBsGQWmobv3oNfW"
"20";"39";"QZFPL2000042";"Attraction";"2UmiXqJJ3qQooP5pUuiI0W";"JYYE";"https://i.scdn.co/image/ab67616d0000b2730b2a9097286d6cd3831dd470";"Thrive Music, LLC";"Attraction";"2020-05-22";"SINGLE";"172249";"51";"0.239";"0.753";"0.815";"6";"-8.356";"0.0414";"0.598";"0.383";"0.182";"121.998";"";"";"";"artist";"83";"0";"deep underground hip hop, kentucky hip hop, pop rap, rap";"https://i.scdn.co/image/ab6761610000e5eb75559132f961dcf3ba4f5c7a";"Jack Harlow";"2LIk90788K0zvyj2JJVwkJ"
"20";"40";"USUG12000924";"False Reactions";"40bOS5DkpMM7UJB3xZkHoq";"Lastlings";"https://i.scdn.co/image/ab67616d0000b27399fde7e62c9d48ab41f9ea8b";"Astralwerks";"First Contact";"2020-11-20";"ALBUM";"311280";"44";"0.0263";"0.632";"0.813";"2";"-8.502";"0.0322";"0.0451";"0.125";"0.0399";"119.999";"";"";"";"artist";"33";"0";"";"https://i.scdn.co/image/ab6761610000e5ebc1a582b089840130c24295ab";"ASL";"2XxgHIPXNgHGbvtBBGZrKm"
"20";"41";"USUS12000355";"Back To You";"7kfFS0epnqrt8xIsNQX9L6";"Adventure Club,Sara Diamond";"https://i.scdn.co/image/ab67616d0000b273bd7c4e7ff268bfbb9f4ed553";"Ultra Records";"Back To You";"2020-06-19";"SINGLE";"208000";"28";"0.429";"0.451";"0.676";"2";"-3.242";"0.193";"0";"0.0874";"0.292";"74.864";"";"";"";"artist";"62";"0";"german alternative rock, german pop, german punk, german rock";"https://i.scdn.co/image/ab6761610000e5eb5a3acc2ae632c59c595b0311";"Die Ärzte";"0cbL6CYnRqpAxf1evwUVQD"
"20";"42";"GBKPL1955161";"Feel Real Pretty";"58L9BLQuOAwAzHhCvTpp3l";"Paper Idol";"https://i.scdn.co/image/ab67616d0000b273dc131cb91ec291b063f3572e";"Lowly";"Feel Real Pretty";"2019-07-26";"SINGLE";"183127";"0";"0.455";"0.69";"0.834";"2";"-4.155";"0.0672";"0.00038";"0.066";"0.313";"108.032";"";"";"";"artist";"50";"0";"electro-pop francais, french indie pop, french indietronica, french psychedelic";"https://i.scdn.co/image/ab6761610000e5ebde4438fe1b780627e6673b0a";"Isaac Delusion";"2HGAZDmVV3GAH4XFAZdvSG"
"20";"43";"USUS12000298";"Love Is Killing Me";"0WDHsTEgyvjw4EM24O0Tyd";"BONNIE X CLYDE";"https://i.scdn.co/image/ab67616d0000b27344f470183637dae6bd6c18c2";"Ultra Records";"Love Is Killing Me";"2020-06-26";"SINGLE";"160000";"53";"0.169";"0.684";"0.873";"0";"-4.94";"0.0644";"0.0000153";"0.117";"0.374";"125.906";"";"";"";"artist";"43";"0";"vapor twitch";"https://i.scdn.co/image/ab6761610000e5eb0e260c438a8a486f90cc5511";"Bronze Whale";"448VwSmqc6SpRDqK5WYXIt"
"20";"44";"QMUY42000131";"All On Me (feat. Zhu)";"5ad6HGAiatmKHXMI0OSodk";"Tchami,ZHU";"https://i.scdn.co/image/ab67616d0000b27367e887a5165f3e53d2ed189e";"Confession";"Year Zero";"2020-10-23";"ALBUM";"249836";"47";"0.0112";"0.797";"0.66";"5";"-6.883";"0.0816";"0.00739";"0.297";"0.317";"122.02";"";"";"";"artist";"77";"0";"dance pop, edm, electro house, moombahton, pop dance";"https://i.scdn.co/image/ab6761610000e5ebdf01727aa674ddefa777797a";"Diplo";"5fMUXHkw8R8eOP2RNVYEZX"
"20";"45";"GBCFB2000200";"You’re The One - CloZee Remix";"5ZtzqoqysxzRWsuKspM7uk";"Big Gigantic,CloZee,Nevve";"https://i.scdn.co/image/ab67616d0000b2732cc31b4190ad7f2bbcc7aedc";"Counter Records";"Free Your Mind (Deluxe Version)";"2020-09-09";"ALBUM";"275011";"29";"0.0753";"0.258";"0.63";"9";"-6.129";"0.0393";"0.000609";"0.312";"0.117";"87.522";"";"";"";"artist";"88";"0";"art pop, pop";"https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf";"Billie Eilish";"6qqNVTkY8uBg9cP3Jd7DAH"
